2648.00000,0.06100,0.03704,0.66008,0.17190,-0.16402,0.28854,0.13124,-0.24162,0.01976,0.04621,-0.28042,-0.04348,0.03882,-0.42504,0.52569,0.06470,-0.60141,0.58103,0.03882,-0.80600,0.52569,-0.07579,-0.39683,0.62846,-0.12754,-0.57672,0.87352,-0.23845,-0.78483,0.48617,-0.16081,-0.32275,0.61265,-0.24954,-0.42504,0.37549,-0.30869,-0.47795,-0.48617,-0.23105,-0.22399,0.68379,-0.34196,-0.27690,0.72332,-0.49353,-0.33686,0.49407
4934.00000,-0.19409,0.08995,-0.43874,-0.31978,-0.11464,-0.70751,-0.46026,-0.08289,-0.24901,-0.54159,-0.01940,0.66798,-0.44177,-0.17460,-0.73123,-0.56007,-0.28042,0.14625,-0.69316,-0.39683,-0.11462,-0.50092,-0.08995,-0.03557,-0.63031,-0.10053,-0.43083,-0.72274,-0.09700,-0.99209,-0.51941,-0.01235,0.56522,-0.65619,-0.03704,-0.50988,-0.82625,-0.12169,-0.21739,-0.51201,0.06173,0.15415,-0.61553,0.04762,-0.38340,-0.73383,-0.00529,-0.35968
3271.00000,0.24584,0.31217,0.12253,0.10166,0.05820,-0.05929,0.01294,-0.02646,-0.14625,-0.05360,-0.13228,-0.27273,-0.10166,0.07937,0.28063,-0.19409,-0.04056,0.20949,-0.29760,-0.20635,-0.16996,-0.16451,0.13580,0.24901,-0.28281,0.02998,0.16206,-0.38262,-0.13933,-0.14625,-0.20148,0.21693,0.13834,-0.36414,0.16755,0.24901,-0.49723,0.04762,0.12253,-0.20887,0.31570,0.05929,-0.37153,0.31217,0.12253,-0.46396,0.19929,0.05138
3334.00000,0.27172,0.12875,0.18577,0.16081,-0.24515,0.21739,0.06839,-0.38272,0.41502,0.01294,-0.48148,0.44664,-0.12384,-0.17460,0.22530,-0.32717,-0.24515,0.33597,-0.53050,-0.32628,0.20158,-0.16081,-0.07584,0.03557,-0.22736,-0.13580,0.09881,0.07948,-0.02646,0.13834,-0.17930,0.02998,0.20158,-0.30869,-0.02998,-0.02767,-0.44177,-0.13228,-0.17787,-0.18669,0.14991,0.20949,-0.34566,0.13228,0.24111,-0.53789,0.08995,0.47036
2615.00000,0.13863,0.06878,0.64427,0.20148,-0.08642,0.04348,0.12015,-0.13580,-0.13043,0.01294,-0.16402,-0.15415,0.14233,-0.35097,0.32016,0.17930,-0.54497,0.21739,0.14972,-0.74603,0.03557,0.02403,-0.35097,0.43874,0.01664,-0.56261,0.42292,-0.08688,-0.78131,-0.20949,-0.07209,-0.29806,0.44664,-0.16081,-0.39330,0.34387,-0.12754,-0.24162,0.12253,-0.14603,-0.21693,0.34387,-0.25693,-0.27690,0.70751,-0.38632,-0.32628,-0.51779
565.00000,0.23845,0.53086,0.16996,0.05730,0.34039,-0.09881,-0.07209,0.47443,-0.16206,-0.16451,0.58025,-0.11462,-0.18669,0.27337,0.28063,-0.37893,0.17108,0.30435,-0.60074,0.06878,0.56522,-0.23105,0.37919,0.39130,-0.44177,0.30511,0.58103,-0.68946,0.24868,-0.97628,-0.22366,0.48501,0.39921,-0.41590,0.51675,0.30435,-0.66359,0.56261,0.21739,-0.17930,0.58377,-0.11462,-0.24584,0.58730,-0.86561,-0.14972,0.59083,-0.00395
4377.00000,-0.00555,0.14991,-0.79447,-0.11645,-0.12522,-0.41502,-0.20887,-0.19224,-0.22530,-0.26802,-0.26631,0.22530,-0.32348,-0.10758,-0.35968,-0.47874,-0.18519,0.16206,-0.64510,-0.25573,-0.24901,-0.36414,-0.01940,-0.59684,-0.54159,-0.09700,-0.63636,-0.73752,-0.18871,-0.05929,-0.37153,0.07231,-0.46245,-0.43438,0.03704,-0.18577,-0.23105,0.06878,-0.77075,-0.36784,0.16755,-0.38340,-0.48983,0.13933,-0.60474,-0.57486,0.04409,0.16206
1877.00000,0.00924,0.00529,0.58103,0.09057,-0.33686,0.44664,0.10166,-0.49206,0.73123,0.13863,-0.59788,0.66008,-0.14603,-0.39330,0.43083,-0.21257,-0.42152,0.54941,-0.07579,-0.26279,0.43874,-0.24214,-0.32628,0.47036,-0.30499,-0.35450,0.58103,-0.13124,-0.19577,0.54150,-0.30869,-0.25220,0.49407,-0.38632,-0.29453,0.80237,-0.19778,-0.14638,0.54150,-0.36414,-0.17108,0.86561,-0.47874,-0.26631,-0.91304,-0.60074,-0.38624,-0.39921
1302.00000,0.13494,-0.00529,0.23320,0.10906,-0.33686,0.24111,0.04251,-0.46032,0.29644,-0.00185,-0.57672,0.46245,-0.16451,-0.32981,0.35968,-0.30129,-0.47443,0.62055,-0.44547,-0.64021,-0.68379,-0.24214,-0.24868,0.35968,-0.41220,-0.37566,-0.79447,-0.59335,-0.55203,0.81818,-0.27911,-0.14991,0.30435,-0.44917,-0.24868,0.69170,-0.63771,-0.40388,0.58893,-0.28281,-0.04762,0.28063,-0.42329,-0.10758,0.28063,-0.59335,-0.20282,0.34387
45.00000,0.21996,0.24162,0.58893,0.14233,0.06526,0.25692,0.06100,0.04409,0.53360,-0.00185,0.01940,0.69960,0.05360,-0.15344,0.43083,0.02033,-0.35450,0.63636,-0.08688,-0.54497,0.67589,0.00555,-0.12169,0.71542,-0.03882,-0.30511,0.78656,-0.17190,-0.49912,0.80237,-0.02033,-0.05115,0.51779,-0.16821,-0.06878,0.56522,-0.34935,0.05115,0.48617,-0.03142,0.03351,0.60474,-0.14603,0.06526,-0.47036,-0.21996,0.15697,-0.54150
4553.00000,-0.10906,0.05115,-0.61265,-0.10906,-0.22046,-0.69170,-0.16821,-0.31217,-0.66008,-0.23845,-0.27337,-0.27273,-0.32717,-0.22751,-0.48617,-0.34935,-0.29101,-0.46245,-0.21996,-0.18871,-0.43083,-0.39741,-0.17813,-0.41502,-0.48244,-0.30864,0.35178,-0.58965,-0.49912,0.68379,-0.44177,-0.10053,0.08300,-0.56377,-0.19224,-0.02767,-0.68946,-0.34392,0.40711,-0.45287,-0.00529,-0.00395,-0.57486,-0.00882,-0.88933,-0.69316,-0.06526,-0.17787
4748.00000,-0.14972,0.08642,-0.81818,-0.08318,-0.18871,-0.76285,-0.07948,-0.30864,0.35968,-0.06470,-0.38977,0.44664,-0.30129,-0.28748,-0.54941,-0.38262,-0.40741,-0.46245,-0.48614,-0.53792,-0.05138,-0.38262,-0.24868,-0.62846,-0.47874,-0.38272,-0.43874,-0.57486,-0.54145,-0.10672,-0.43808,-0.18519,-0.69170,-0.56007,-0.30159,-0.51779,-0.68577,-0.44621,-0.04348,-0.47505,-0.10053,-0.69960,-0.57116,-0.18519,0.09881,-0.67837,-0.29453,-0.16206
